loadfactor1,loadfactor2,loadfactor3,loadfactor4,loadfactor5,loadfactor6,loadfactor7,loadfactor8,loadfactor9,loadfactor10,loadfactor11,loadfactor12,loadfactor13,loadfactor14,loadfactor15,loadfactor16,loadfactor17,loadfactor18,loadfactor19,loadfactor20,load_factor_power1,load_factor_power2,load_factor_power3,load_factor_power4,load_factor_power5,load_factor_power6,load_factor_power7,load_factor_power8,load_factor_power9,load_factor_power10,load_factor_power11,load_factor_power12,load_factor_power13,load_factor_power14,load_factor_power15,load_factor_power16,load_factor_power17,load_factor_power18,load_factor_power19,load_factor_power20,load_factor_power21,load_factor_power22,load_factor_power23,load_factor_power24,feasible?,optimal_solution
1.503885e-01,6.379492e-03,2.055172e-01,2.582036e-01,2.474937e-01,-1.609771e-01,-1.406697e-01,-1.972217e-01,1.550976e-01,4.865891e-02,2.504084e-01,-2.710010e-02,-3.423497e-02,-7.864603e-02,2.698169e-01,-2.565976e-01,-7.589191e-02,2.821606e-01,2.965616e-01,5.288786e-02,2.738385e-02,-1.468206e-01,-2.249733e-01,-2.969743e-01,-1.861569e-01,-2.997901e-01,-6.377719e-02,1.999136e-02,-1.293164e-01,1.848746e-01,-4.572872e-03,-2.095248e-01,6.127262e-02,1.950287e-01,-1.335008e-01,-1.432930e-01,-1.562000e-01,2.914658e-01,2.149397e-01,6.375044e-02,1.249117e-01,1.435291e-01,-5.734286e-03,-1.433207e-01,1,1.722726e+05
1.449021e-01,2.604732e-01,-1.406663e-01,2.452953e-01,2.192661e-01,1.855325e-01,-7.186186e-03,1.725338e-01,-1.232748e-01,4.214600e-02,-1.658085e-02,8.131251e-02,-8.535447e-02,1.151132e-02,2.179273e-01,-2.699242e-01,-2.719823e-01,-1.669694e-01,-1.936658e-01,1.299177e-01,-4.397514e-02,-8.614534e-02,1.266145e-01,9.101295e-02,-1.810884e-01,6.233526e-02,6.201225e-02,-1.451753e-01,-1.841522e-01,-2.355324e-01,1.982489e-01,-2.416946e-01,9.514151e-03,-1.428375e-01,-1.535611e-01,-1.499406e-01,1.488120e-01,-8.169253e-02,-2.270608e-01,-1.072305e-01,1.359244e-01,3.681633e-02,-2.218564e-01,2.244365e-02,1,1.627097e+05
1.834812e-01,2.495244e-02,2.273321e-01,2.685210e-01,1.996742e-01,2.992762e-01,-4.295767e-03,-6.001255e-02,-1.979740e-01,-8.341068e-02,2.379990e-01,2.563377e-01,-1.828201e-01,4.528474e-02,-1.472334e-01,1.782170e-01,3.422946e-02,2.436579e-01,4.674863e-02,-2.205345e-01,-8.386730e-02,-9.642904e-02,-2.073022e-01,1.328999e-01,1.540607e-01,2.304259e-01,2.747841e-01,-2.775289e-01,1.710220e-01,-2.553227e-01,1.437504e-01,-1.237884e-01,-1.913021e-02,-2.530146e-02,9.223407e-03,1.949667e-01,1.361878e-01,8.687759e-04,-2.685924e-01,-1.950332e-01,-2.798868e-02,-2.728866e-01,1.179169e-01,-1.202144e-01,1,1.666926e+05
1.642058e-02,-2.006536e-01,-1.511321e-02,1.147643e-01,-1.779891e-01,1.383284e-01,-2.681951e-01,2.680384e-01,1.577522e-01,-1.958703e-01,-5.353980e-03,-1.665544e-01,-2.958800e-01,-5.173444e-02,-2.747447e-02,2.907022e-01,-1.362613e-01,-2.215834e-01,-3.222931e-02,-2.279794e-02,-3.312272e-02,-2.795247e-01,1.207631e-01,-2.347342e-01,-7.867250e-02,-1.785710e-01,-1.902528e-01,-4.780677e-02,1.566784e-01,1.982334e-01,4.845083e-02,-1.105923e-01,-1.094438e-01,1.091985e-01,-2.216839e-01,-3.611230e-02,-2.797261e-01,2.100251e-01,1.173650e-02,-5.171852e-02,5.211261e-02,-2.346996e-01,-1.237680e-01,-1.009589e-01,1,1.632999e+05
-1.992451e-01,3.495526e-02,1.098522e-01,6.312354e-02,2.810878e-02,2.657863e-01,-2.509144e-02,-2.586042e-01,1.506131e-01,-4.664576e-02,-2.080151e-01,2.075921e-01,-1.327633e-01,2.411103e-01,-7.360011e-02,1.637425e-01,1.640401e-02,2.685235e-02,-2.204425e-01,-1.134930e-01,-2.203147e-01,-9.166065e-02,-4.537318e-02,1.945484e-01,-1.551823e-01,1.006112e-01,1.310162e-01,-1.349663e-01,1.312259e-02,1.283261e-01,-2.888463e-01,-1.013899e-01,1.304769e-01,6.892684e-02,8.454328e-02,2.430043e-01,1.205821e-01,-5.308752e-02,6.406653e-02,2.114573e-01,9.436777e-02,2.458086e-01,4.056124e-02,1.076176e-01,1,1.739319e+05
-2.038406e-01,-1.309161e-01,1.489448e-02,1.658715e-01,1.821352e-01,2.684827e-01,2.715871e-01,-1.197197e-01,-1.826536e-01,-6.939664e-02,-2.732129e-01,-2.211509e-01,-2.452307e-01,1.713856e-01,9.605335e-02,-9.912305e-02,3.168656e-02,2.297163e-01,-2.299477e-01,-1.220968e-01,-2.121258e-01,-1.035253e-01,8.005903e-02,-2.441770e-01,5.719248e-02,1.008971e-01,-2.508336e-01,1.554883e-01,-8.272840e-02,-2.668351e-01,-2.474877e-01,-2.425671e-01,2.695907e-01,4.805429e-02,2.884713e-01,-1.175981e-01,-2.746015e-01,-2.703678e-01,-1.555897e-01,2.308451e-02,1.465549e-01,-1.797590e-01,-4.428911e-02,2.356339e-01,1,1.610060e+05
2.794772e-01,2.253799e-01,2.248454e-01,4.992459e-02,-2.748776e-01,1.103323e-01,-4.098696e-04,-2.364503e-01,-7.543210e-02,-5.535740e-02,-2.478833e-01,2.842298e-01,1.654811e-01,-1.782693e-01,3.772910e-02,-9.288185e-02,-1.589902e-01,1.140959e-01,2.659307e-01,-8.732486e-02,2.329235e-01,-1.966929e-01,1.287042e-01,-2.088492e-01,-2.243854e-01,-1.561628e-01,-4.292392e-02,1.361540e-01,-1.021296e-02,-2.586342e-02,9.987902e-02,1.674512e-01,2.849874e-01,-6.856768e-02,-2.229885e-01,-2.633110e-01,-2.740251e-01,-2.358968e-01,-1.349503e-01,-2.574104e-01,7.489223e-02,-2.140389e-01,-2.805373e-01,1.485947e-01,1,1.635025e+05
1.444213e-01,-1.092362e-01,-1.549298e-01,-1.571467e-02,-2.250008e-01,-7.733877e-02,-1.326152e-01,8.252402e-02,9.419434e-02,-5.491868e-02,-1.072904e-01,-1.571282e-02,8.682404e-02,-2.296858e-01,-1.044672e-02,-2.143133e-01,-2.194741e-01,7.431845e-02,2.330161e-01,-4.430910e-02,-2.581572e-02,2.892008e-01,-2.066298e-01,-1.585692e-01,-1.559976e-01,-1.919608e-01,2.275675e-01,2.479370e-01,2.466186e-01,2.773820e-01,1.517574e-01,2.434291e-01,8.575725e-02,-2.286495e-01,1.458481e-01,2.907347e-01,5.116224e-02,2.331786e-02,-1.253649e-02,-1.341977e-01,-1.388379e-01,-2.875053e-01,2.647565e-01,-9.054618e-02,1,1.712612e+05
-7.939360e-02,-7.638654e-02,-1.705072e-01,-7.443332e-02,-4.367572e-02,2.847060e-01,-5.735308e-02,-4.467721e-02,1.170483e-02,2.691821e-01,4.024639e-02,-2.936102e-02,1.887615e-01,-2.602175e-01,1.125048e-01,-2.164572e-01,-1.809227e-01,-9.021446e-02,2.857551e-01,-1.374267e-01,-1.880769e-01,-4.982970e-02,-1.693166e-01,-1.453852e-01,-1.650430e-01,6.268820e-02,-1.593790e-01,2.757038e-01,1.741394e-01,-1.641452e-01,-1.884442e-01,2.336283e-01,2.366109e-01,-1.489882e-01,2.013501e-01,2.961826e-01,-2.425670e-01,-2.912025e-01,5.182873e-02,-4.391707e-02,2.403622e-01,7.776998e-02,-1.234531e-01,-1.271542e-01,0,0
-1.347504e-01,-1.129141e-01,-1.555950e-01,2.381281e-02,1.164326e-01,2.272522e-02,-1.292851e-01,2.241448e-01,-2.874717e-01,-9.589094e-02,1.602675e-01,-7.064773e-02,-1.825121e-01,1.646259e-01,-7.497298e-02,-2.376131e-01,-2.939243e-01,-1.473707e-01,1.968563e-01,8.986996e-02,2.691848e-01,-6.433122e-02,-1.995471e-01,1.865017e-01,-2.561940e-01,1.957595e-01,-2.990344e-01,-2.911131e-01,-1.346662e-01,-6.192100e-02,2.668719e-01,2.892966e-01,-1.433087e-01,5.472345e-02,2.005626e-01,-7.653397e-02,1.747893e-01,-3.685130e-02,9.496521e-05,5.168049e-02,2.260318e-01,1.475284e-01,-1.931472e-01,-1.902339e-01,1,1.619535e+05
-4.924737e-02,-2.169275e-01,8.817936e-02,1.314526e-01,1.541242e-01,-2.462304e-01,8.148031e-03,1.832487e-01,1.336468e-01,6.701803e-02,-1.718507e-01,1.008542e-03,1.497725e-01,-1.617141e-01,-5.814073e-02,1.120731e-01,-4.048679e-02,1.176263e-01,2.113898e-01,-2.767306e-01,2.013069e-01,8.456610e-02,7.908026e-02,-2.320329e-01,3.380131e-02,1.259755e-01,-2.108509e-01,-1.224921e-01,1.029566e-01,5.621544e-03,-2.754991e-01,-8.771307e-02,1.247705e-01,-2.367505e-01,6.603081e-02,2.163551e-01,-8.812421e-02,1.185880e-01,-2.258002e-01,-2.020788e-01,6.084510e-02,2.028364e-02,-2.125691e-01,-3.173678e-02,0,0
2.282165e-01,-1.366811e-01,-2.504944e-01,-2.757295e-01,-6.526112e-03,1.080528e-01,-2.798768e-03,-3.863159e-02,-4.084604e-02,2.631792e-01,9.312036e-02,-2.237580e-01,-1.131123e-01,-9.195664e-02,-1.453211e-01,2.053997e-01,2.527545e-01,2.315489e-01,4.094602e-02,2.061172e-01,2.259109e-01,8.207856e-02,1.178350e-01,-8.909344e-02,5.173128e-02,-1.676194e-01,1.603377e-01,9.327831e-02,-2.981445e-02,-9.694159e-02,1.704513e-01,1.026035e-01,1.802078e-01,-1.723648e-01,2.109993e-02,9.874380e-02,-1.635488e-01,2.673925e-01,7.526355e-02,2.031157e-01,2.629605e-02,2.478562e-01,-6.574379e-02,-2.165224e-01,0,0
2.173722e-02,-1.381539e-01,2.346448e-01,1.696938e-01,-3.707115e-02,-1.491717e-01,-3.109619e-02,1.763779e-01,-7.007804e-02,2.928329e-01,2.095780e-01,-7.421801e-02,-2.488857e-01,1.370597e-01,7.121970e-02,2.142431e-01,7.713096e-02,-3.479765e-02,-4.212490e-02,-1.300707e-01,5.771172e-02,-4.368279e-03,-2.741561e-01,2.662032e-01,-7.204092e-02,-2.809552e-01,9.655225e-02,1.664258e-01,-6.153980e-02,1.921964e-01,1.233155e-01,2.298017e-01,1.385458e-01,2.518948e-01,-1.241040e-01,-2.986273e-01,2.800646e-01,1.342216e-01,-1.010715e-01,-9.032638e-02,-2.851120e-01,-1.107375e-01,-6.444812e-02,2.065281e-01,0,0
-1.868669e-01,1.097903e-01,-1.498014e-01,-1.971925e-01,1.735803e-01,6.504527e-02,-1.179123e-01,-5.476696e-02,1.004302e-01,2.928736e-01,-1.278477e-01,-1.482255e-01,2.339478e-01,-1.613745e-01,-6.456955e-03,2.123215e-01,1.128970e-01,-2.883346e-01,-4.102574e-02,-2.816508e-01,2.414150e-01,2.922059e-01,-5.434420e-02,2.323121e-01,2.177570e-01,1.095153e-01,-3.039157e-02,-1.558076e-02,-6.675883e-02,-1.904011e-01,-2.304222e-01,-2.679397e-01,2.573366e-01,2.058499e-01,-2.789528e-01,1.227818e-01,-1.579943e-01,2.351588e-01,2.747723e-01,2.849284e-01,1.179022e-01,-5.594163e-02,-2.775123e-01,-1.896977e-01,0,0
1.439536e-01,-2.126729e-01,-5.878141e-02,7.021480e-02,-1.255925e-01,2.953854e-01,2.457384e-01,2.743434e-02,-2.852464e-01,1.134128e-01,8.534853e-02,1.454491e-01,1.546530e-01,1.243397e-01,1.928263e-01,4.980439e-02,1.050125e-01,2.736300e-01,-1.899396e-01,2.997236e-01,-7.035675e-02,-1.836011e-01,8.302108e-02,-2.216499e-01,-1.533352e-01,6.417806e-02,-1.230161e-01,2.490455e-01,-1.591894e-01,-1.321783e-01,-5.186412e-02,-2.565361e-01,1.518938e-01,7.938700e-02,1.065760e-01,1.946564e-01,5.668386e-02,-1.283249e-01,9.632657e-02,-4.706303e-02,2.090060e-01,2.020251e-01,6.442307e-02,-9.021892e-02,0,0
-9.877667e-02,-1.625314e-01,-4.978669e-02,2.138911e-01,-9.935817e-02,-2.172178e-01,-2.229843e-01,-1.802713e-01,1.682188e-01,2.477012e-01,3.461722e-03,-9.297915e-02,2.593867e-01,3.241543e-02,-7.932814e-02,-2.482507e-01,-2.344815e-01,-8.259268e-02,-1.720410e-01,-2.056211e-02,-3.489746e-02,-2.528895e-01,-2.509602e-01,1.741213e-01,2.185070e-01,-1.041636e-01,2.226846e-01,2.752873e-01,-1.850070e-01,8.710841e-02,-2.127264e-01,3.101655e-02,2.340042e-01,-2.321732e-01,1.579102e-01,1.377599e-02,1.347629e-01,-1.009968e-01,1.679233e-01,2.573048e-01,-8.849865e-03,1.286321e-01,1.755268e-01,-6.853680e-02,0,0
-1.630607e-01,2.995238e-01,-1.041206e-01,2.735762e-01,2.697733e-01,-2.544788e-01,-2.072512e-01,-2.588463e-02,2.273454e-02,2.501864e-01,-4.735945e-02,1.314006e-01,1.017158e-01,3.473118e-02,-2.707908e-01,2.567811e-01,2.386041e-01,1.672943e-01,2.939911e-01,2.520122e-01,3.866255e-02,2.424640e-01,-6.404665e-02,-2.220032e-01,1.755155e-01,1.240978e-01,-2.518825e-01,2.441194e-03,-2.628907e-01,2.456076e-01,-7.011479e-02,-2.071826e-01,-1.048850e-01,-2.960199e-01,2.155858e-01,-2.652175e-01,-1.350584e-01,3.947332e-02,-1.837515e-01,2.702517e-01,-1.605524e-01,-1.273198e-01,-1.996903e-01,-1.342771e-01,0,0
2.406836e-01,2.592095e-01,-1.616497e-01,-5.689618e-02,5.606573e-02,-2.312643e-01,-1.178893e-01,-2.481826e-01,2.169284e-01,9.696014e-02,-1.789058e-01,2.481722e-01,-3.291730e-03,-2.503041e-01,2.146091e-01,-2.505805e-01,-9.563885e-02,2.825762e-01,-2.746191e-01,-2.766399e-01,4.853547e-02,2.969204e-01,-2.692816e-01,-4.721749e-03,1.344203e-02,-2.918165e-01,-2.774784e-01,-5.923181e-02,-1.008131e-01,-5.338517e-02,1.306372e-01,3.451214e-02,-1.789476e-01,2.257948e-01,2.977835e-01,1.340196e-01,6.968764e-02,-1.607833e-01,2.957883e-01,-6.442632e-02,-1.403793e-01,-1.399540e-01,1.301123e-01,1.546010e-01,0,0
1.638435e-01,-2.877075e-01,-2.219688e-01,3.408761e-02,2.341046e-01,-1.733160e-01,2.457800e-01,-2.602073e-01,1.978392e-01,-2.612287e-01,1.216722e-01,-9.649660e-03,-1.821765e-01,-1.822650e-01,1.407020e-01,-1.653790e-01,9.931747e-02,1.721299e-02,-6.798472e-03,1.543484e-01,1.319183e-01,-1.536287e-03,-2.184362e-01,1.056174e-01,-2.017665e-01,-2.335384e-01,-2.365411e-01,-1.162083e-02,-3.053169e-02,1.227250e-01,-2.290587e-01,2.367749e-01,1.822948e-01,1.171039e-01,2.722865e-02,-7.530460e-02,8.585298e-02,-1.397967e-01,-2.767521e-02,2.632227e-01,-6.985861e-02,2.496927e-01,-2.401605e-01,-2.598755e-01,1,1.653657e+05
2.916850e-01,2.809105e-01,-2.636400e-01,-1.382741e-01,-6.971248e-02,-2.901555e-01,-1.435127e-01,-1.933896e-01,2.852329e-01,-5.816649e-02,-1.001193e-01,1.728866e-01,2.807592e-01,-2.218693e-01,-8.498427e-02,2.526507e-02,-1.593628e-01,-2.881543e-01,2.796011e-01,-4.204929e-02,-1.266529e-01,-2.966143e-01,-1.823189e-02,3.186840e-02,1.847111e-01,1.819519e-01,-2.966028e-01,-1.911189e-01,2.031479e-01,1.402528e-02,1.891430e-03,-1.661330e-01,1.326220e-01,-2.197951e-01,7.520985e-02,2.824175e-01,5.202254e-02,-4.081025e-02,1.756991e-01,-2.623170e-01,-1.485813e-01,-2.782517e-01,2.500962e-01,1.699240e-01,1,1.662755e+05
-1.943655e-01,-5.361402e-03,-1.138454e-01,2.832014e-01,1.488991e-01,-2.165755e-01,2.877829e-01,-2.122591e-01,-6.820766e-04,-1.073617e-01,1.002414e-01,2.543452e-01,1.786351e-01,-2.864561e-02,7.316508e-03,1.455578e-01,-4.277912e-02,-2.290831e-01,5.661419e-02,2.794105e-01,1.068309e-01,-1.037905e-01,-2.658868e-01,-2.422682e-01,-5.855608e-02,1.853765e-01,6.777849e-02,1.544607e-01,2.535896e-01,1.773532e-02,-2.780613e-02,-2.830127e-01,-8.666256e-02,1.028037e-01,-1.736490e-01,2.135258e-01,-2.035364e-01,2.056906e-01,1.337658e-01,2.897463e-02,-9.155729e-02,-1.933543e-01,-8.703685e-02,1.004602e-01,0,0
-2.485647e-01,1.504166e-02,8.211985e-02,-2.176420e-01,1.656991e-01,2.161357e-02,-1.607346e-01,2.223607e-01,8.114960e-02,-2.317845e-01,1.286283e-01,2.725382e-02,2.926177e-01,-1.316756e-01,-5.015668e-02,1.421650e-02,-2.398522e-01,-1.666074e-01,1.345513e-01,2.298107e-01,-9.336463e-02,-2.089026e-01,2.610349e-02,-2.811987e-01,2.636911e-01,4.072820e-02,-1.052908e-01,-2.417507e-01,2.625780e-01,-6.781745e-02,8.223702e-02,2.465366e-01,1.576465e-01,1.471146e-01,-8.140482e-03,2.106852e-01,-2.187540e-01,-2.845148e-01,-1.546936e-01,-2.768968e-01,2.316268e-01,2.232762e-01,2.098014e-01,-1.847433e-01,0,0
1.032615e-01,-2.900293e-01,2.378756e-01,1.832821e-01,-5.871134e-02,-1.362284e-01,6.943886e-02,-1.968545e-01,1.042393e-01,1.846516e-02,-7.972547e-02,-2.027239e-01,1.657693e-01,4.733077e-02,-1.896802e-01,7.096796e-02,3.827917e-02,-1.027168e-01,-9.236884e-02,-9.601724e-02,1.710922e-01,2.223814e-01,-1.032948e-01,-1.413462e-01,2.359125e-01,-2.193263e-01,6.260266e-02,1.690374e-01,1.783742e-01,-3.369360e-02,-6.511084e-03,-1.728151e-01,1.982824e-01,-9.276552e-02,2.658201e-01,-1.719989e-01,-8.280620e-02,-2.435005e-01,-1.691847e-01,-8.432471e-02,-2.065769e-01,6.069103e-02,-1.585836e-01,2.412340e-01,1,1.652239e+05
3.003370e-02,7.604899e-02,2.303122e-02,-2.603443e-01,-1.585711e-02,2.894250e-01,-1.707530e-01,2.097427e-01,5.777323e-02,-6.927612e-02,3.322435e-02,4.090658e-02,2.274525e-02,2.592186e-01,1.487635e-02,-4.866725e-02,9.931630e-02,1.006585e-01,5.683231e-02,-1.093180e-01,2.942870e-01,-1.755656e-01,-5.430264e-02,2.902590e-01,3.038742e-02,-1.504549e-01,-1.343647e-01,-5.538032e-02,2.437468e-02,2.104553e-01,-1.181516e-01,-1.861487e-01,3.267386e-02,6.608122e-02,6.625182e-03,1.974270e-01,1.115837e-01,1.218836e-01,2.418692e-01,5.947835e-02,-2.175212e-01,2.509593e-01,2.701179e-01,-1.352739e-01,1,1.699478e+05
-2.671708e-01,-2.553794e-01,2.775420e-01,2.811988e-01,2.714465e-01,-1.445510e-01,1.343551e-01,-2.941854e-01,-2.016774e-01,-2.469718e-01,1.259763e-01,8.178559e-02,1.920523e-01,2.349911e-01,1.904342e-01,6.886268e-02,-2.094454e-01,-1.660995e-01,1.060779e-01,5.201066e-02,-9.099533e-02,1.198382e-01,-4.043752e-02,2.182864e-01,-1.936373e-01,-1.193174e-01,-1.056871e-02,-1.359872e-02,1.152905e-02,2.044842e-01,-2.088715e-01,-5.534961e-02,-2.463511e-01,3.597916e-02,-2.693386e-01,-1.849465e-01,1.574623e-02,-2.861970e-01,2.184164e-01,9.788213e-02,2.235386e-01,-8.049069e-02,2.312108e-01,-2.269976e-01,1,1.607601e+05
-1.280040e-01,-6.331031e-02,1.760347e-01,1.584520e-01,-1.632844e-01,-1.022757e-01,2.698157e-01,2.935605e-01,-2.692515e-01,-2.635297e-01,-2.908636e-01,7.861278e-02,1.798601e-01,-3.009416e-02,-2.685732e-01,6.746943e-02,1.506320e-01,-1.870657e-01,2.896980e-01,2.748869e-01,-2.515476e-01,4.649557e-02,4.964963e-02,-1.928239e-01,-2.200455e-01,-2.777227e-02,-2.845570e-02,6.428464e-02,-7.193726e-02,-2.475068e-01,-2.842518e-02,6.530594e-02,4.359078e-02,-5.204770e-02,1.227252e-02,7.161906e-02,1.712006e-01,1.527352e-01,3.966377e-02,-1.817208e-01,2.738774e-01,3.820386e-02,1.900358e-01,2.852971e-01,0,0
2.923798e-01,4.164201e-02,-5.043339e-02,-6.223169e-02,2.281589e-01,-2.802203e-01,6.178736e-03,2.682493e-01,2.516518e-01,-2.622089e-01,2.246296e-01,2.100842e-02,2.524188e-01,2.797998e-01,-1.527327e-01,-2.064058e-01,1.657040e-01,7.075257e-02,2.164134e-01,1.344193e-01,2.159478e-02,-1.252330e-02,5.619135e-03,-1.369283e-01,1.458862e-01,1.840577e-01,2.989388e-01,-5.088311e-02,-1.768645e-01,-6.028894e-03,-9.061602e-02,-2.106793e-01,2.128932e-01,-1.632891e-01,-2.234156e-01,1.247939e-01,4.627799e-02,-2.574223e-01,2.497536e-01,1.439602e-01,-2.879605e-01,-5.986892e-02,-6.359548e-02,-1.819462e-01,1,1.643862e+05
-2.546727e-01,-6.539126e-03,-1.786761e-01,-2.861586e-01,2.257204e-01,2.827453e-02,-2.979588e-01,-4.604856e-02,-7.786693e-02,-1.025842e-01,-1.775923e-01,-2.620530e-01,1.614297e-01,-2.986814e-01,2.141508e-01,-1.947170e-01,-2.674485e-01,2.611893e-01,1.416016e-01,1.140445e-01,1.434131e-01,-4.458376e-02,3.236950e-02,2.987884e-01,1.919467e-01,-2.721974e-01,9.609177e-02,8.458447e-02,-5.157240e-02,-2.262762e-02,6.877598e-02,1.821013e-01,-2.180438e-01,1.838165e-01,-2.925172e-01,-1.845807e-01,-1.503204e-01,-1.144049e-02,1.526798e-01,6.794281e-02,-2.782942e-01,8.177739e-02,1.763150e-01,-1.010678e-01,1,1.572194e+05
-1.647908e-01,-2.619122e-01,2.862247e-02,1.421020e-01,-2.978394e-01,7.777371e-02,9.895834e-02,-7.898275e-02,-1.967129e-01,1.799555e-01,-6.695046e-02,-2.046103e-01,-1.633767e-02,-3.353638e-02,1.310793e-01,-1.817572e-01,-1.237554e-01,-2.837745e-01,-1.701569e-01,-1.830825e-01,-2.847630e-01,5.620970e-02,2.098549e-01,-2.969478e-01,1.221786e-01,1.779194e-01,5.009537e-03,2.716545e-01,2.838619e-01,-9.165844e-02,-2.526130e-02,-2.850698e-01,2.953562e-01,3.216624e-02,1.153178e-01,-2.973072e-01,-3.585382e-02,-2.735017e-02,2.119511e-01,2.825706e-01,2.218265e-01,2.208034e-01,1.085074e-01,-2.486361e-01,1,1.729718e+05
1.492651e-03,-6.785215e-02,-2.295038e-01,-1.018321e-01,1.101324e-01,1.670782e-01,5.677520e-02,-7.603750e-02,1.347747e-01,2.822100e-01,1.696801e-01,-2.571522e-03,1.320171e-01,1.985910e-01,-2.482007e-02,1.807204e-01,-2.295480e-01,-1.716950e-01,2.799244e-01,2.391253e-01,2.349483e-01,-7.386311e-02,2.640836e-01,9.565198e-02,4.121831e-02,2.942846e-01,2.187449e-01,-1.643978e-01,1.112455e-01,3.539341e-03,-1.880454e-01,-2.242493e-01,2.231147e-01,2.996785e-01,-2.602311e-01,-1.625141e-01,1.564675e-01,-3.353709e-02,2.502664e-02,4.241986e-02,1.579899e-01,2.060476e-01,-2.866211e-01,-1.553127e-01,0,0
2.597646e-01,8.453442e-03,2.396545e-01,-7.315950e-02,7.146998e-02,-5.193227e-02,-1.151738e-01,-1.683375e-02,-2.919604e-01,-1.567555e-01,-4.866290e-02,-1.968139e-01,-1.220968e-01,1.091505e-01,1.848254e-01,7.771342e-02,-4.077925e-02,3.694631e-02,2.883754e-01,-5.720003e-02,2.055171e-01,1.538945e-01,1.590354e-01,-1.679956e-01,2.342377e-01,1.762706e-01,2.550472e-01,1.237163e-02,1.320208e-01,9.970858e-02,4.360030e-02,2.814491e-03,-2.363824e-01,-2.708577e-01,-1.575383e-01,1.167404e-01,1.723211e-02,1.777218e-01,-1.796238e-01,1.534468e-01,5.861090e-02,1.453311e-01,-2.336720e-01,5.831121e-02,1,1.621485e+05
-8.692208e-03,-1.914450e-01,-1.618139e-01,-1.124645e-01,1.167489e-01,-1.240259e-01,-9.727720e-02,2.696959e-01,-1.256221e-01,1.473640e-01,-1.882078e-01,-4.352593e-02,2.949459e-01,-6.347333e-02,1.660496e-01,-2.477074e-01,1.614694e-01,-2.337478e-01,-1.141842e-01,-2.024020e-02,8.264639e-03,2.973938e-01,2.459518e-01,-1.111166e-01,2.946516e-01,-8.639838e-02,-1.404141e-01,-9.917798e-02,1.795080e-01,1.741792e-01,2.730582e-01,5.796338e-02,-6.868934e-02,2.257688e-01,2.654757e-01,1.485115e-01,1.420365e-01,6.428533e-02,-1.008339e-01,2.994724e-01,-2.787911e-01,-7.839903e-02,-2.626296e-01,-1.388873e-01,1,1.737627e+05
2.925663e-02,-6.738429e-02,1.334044e-01,2.474839e-01,1.252655e-01,2.684787e-01,-9.572973e-02,6.595765e-02,1.309800e-01,1.973830e-01,2.323369e-01,-2.906815e-01,1.665665e-01,2.423597e-01,-1.677083e-01,1.291395e-01,1.322458e-01,-3.299559e-02,2.837766e-02,-6.898415e-02,1.945405e-01,5.080687e-02,-1.905758e-01,-1.546299e-01,5.689308e-02,1.879206e-03,-1.419389e-02,-7.482215e-02,2.154251e-01,-3.274087e-02,-1.628469e-01,-1.305454e-01,2.442435e-01,2.646243e-01,-2.409401e-01,2.212520e-01,2.225252e-01,-1.835619e-01,7.306877e-02,2.744721e-01,-8.684701e-02,2.988431e-01,2.200430e-01,-2.923963e-01,0,0
-2.951253e-02,1.564214e-01,-3.383854e-02,-2.705995e-01,2.155915e-01,-1.512839e-01,-1.246123e-01,2.327858e-01,-1.339892e-01,7.830128e-02,-2.523895e-01,-1.866596e-01,1.972249e-01,-4.928102e-02,1.106936e-01,-2.608684e-01,5.194952e-02,4.337122e-02,-3.452563e-02,2.996600e-01,-2.780619e-01,-2.056384e-01,-2.161863e-01,-1.372772e-01,-2.415048e-01,1.408715e-01,-2.205831e-01,-2.632185e-01,-2.151319e-01,-3.103158e-02,-7.397660e-02,-8.237851e-02,-1.327919e-01,2.807454e-01,1.148255e-01,-2.333068e-01,-5.591252e-02,-1.315820e-01,1.695332e-01,5.788156e-02,8.135101e-03,-2.477776e-01,-1.814590e-01,-2.677221e-01,0,0
1.604449e-01,2.312752e-01,-3.796789e-02,-1.010654e-01,1.747627e-02,3.999388e-02,-9.339503e-02,7.722499e-02,6.215851e-02,-1.570463e-01,-1.767755e-01,-2.989200e-01,2.290787e-01,-1.822905e-01,8.733384e-02,4.201315e-02,8.250838e-02,2.458965e-02,-1.614416e-01,-2.895270e-02,1.523592e-01,-8.327211e-02,-1.647979e-01,2.029767e-01,-1.609499e-01,-1.195758e-02,2.236448e-01,2.635059e-01,4.921038e-02,2.783584e-01,-2.325216e-01,-2.347152e-01,-3.314382e-02,9.660226e-02,-2.361969e-01,-4.450613e-02,-2.879152e-01,-9.403378e-02,-4.594789e-02,1.851364e-01,-1.218640e-01,1.992723e-01,-1.404504e-01,-4.218209e-02,1,1.600333e+05
