loadfactor1,loadfactor2,loadfactor3,loadfactor4,loadfactor5,loadfactor6,loadfactor7,loadfactor8,loadfactor9,loadfactor10,loadfactor11,loadfactor12,loadfactor13,loadfactor14,loadfactor15,loadfactor16,loadfactor17,loadfactor18,loadfactor19,loadfactor20,load_factor_power1,load_factor_power2,load_factor_power3,load_factor_power4,load_factor_power5,load_factor_power6,load_factor_power7,load_factor_power8,load_factor_power9,load_factor_power10,load_factor_power11,load_factor_power12,load_factor_power13,load_factor_power14,load_factor_power15,load_factor_power16,load_factor_power17,load_factor_power18,load_factor_power19,load_factor_power20,load_factor_power21,load_factor_power22,load_factor_power23,load_factor_power24,nodal_pressure1,nodal_pressure2,nodal_pressure3,nodal_pressure4,nodal_pressure5,nodal_pressure6,nodal_pressure7,nodal_pressure8,nodal_pressure9,nodal_pressure10,nodal_pressure11,nodal_pressure12,nodal_pressure13,nodal_pressure14,nodal_pressure15,nodal_pressure16,nodal_pressure17,nodal_pressure18,nodal_pressure19,nodal_pressure20,pipeline_flow1,pipeline_flow2,pipeline_flow3,pipeline_flow4,pipeline_flow5,pipeline_flow6,pipeline_flow7,pipeline_flow8,pipeline_flow9,pipeline_flow10,pipeline_flow11,pipeline_flow12,pipeline_flow13,pipeline_flow14,pipeline_flow15,pipeline_flow16
-4.319493e-02,-4.345565e-02,-2.160522e-02,7.091472e-03,5.457707e-02,9.233165e-02,-6.992287e-02,-2.104197e-02,-6.745195e-02,6.732843e-02,-8.303952e-02,7.125714e-02,4.816903e-02,7.166730e-02,7.798404e-02,-6.984467e-02,1.133721e-02,-3.949648e-02,-4.575536e-02,-9.671312e-02,5.388982e-02,1.906756e-02,9.445287e-02,-7.605684e-02,6.326354e-02,6.703124e-02,5.831436e-02,-9.035025e-03,5.441881e-03,9.707692e-02,8.892716e-02,5.260035e-02,-7.947733e-03,8.047112e-03,6.091207e-02,-4.462608e-02,-4.869338e-02,-5.722773e-02,1.024123e-02,9.027912e-02,-5.245266e-02,6.031987e-02,-9.391800e-02,1.244002e-03,3.171001e+02,3.112288e+02,3.049729e+02,2.867092e+02,2.513830e+02,3.016595e+02,295,2.711968e+02,2.571429e+02,2.498645e+02,235,1.878844e+02,1.833040e+02,220,2.200000e+02,220,160,1.924754e+02,170,1.560616e+02,6.984699e+03,6.984699e+03,6.766729e+03,5.897802e+03,4.166531e+03,4.166531e+03,8.297057e+03,5.600746e+03,3.735650e+03,8.468544e+03,2.576629e+03,6.037104e+03,-9.094947e-13,0,5.947801e+03,4.516434e+03
1.380060e-02,2.030641e-03,5.642525e-02,-6.258842e-02,1.529910e-02,2.887548e-02,-8.026403e-03,1.159545e-02,9.486521e-02,5.033448e-02,-2.380273e-02,-1.319674e-02,4.256630e-02,-8.125758e-02,2.756164e-02,-7.712830e-02,-7.963040e-02,3.333376e-02,-6.658002e-02,5.294369e-02,3.036154e-03,-9.619012e-02,7.964572e-02,-4.660366e-02,-1.325319e-03,2.728350e-02,-9.970005e-02,-7.735221e-02,-6.691714e-03,2.465556e-02,6.393421e-02,-1.703888e-02,8.537083e-02,1.947665e-02,-9.963384e-02,3.600759e-02,-5.744527e-02,-9.694883e-02,4.714965e-02,1.038208e-02,5.672422e-02,-8.236619e-02,-2.886006e-02,-4.005967e-02,3.134000e+02,3.081117e+02,3.024869e+02,2.861939e+02,2.519167e+02,3.023000e+02,2.951334e+02,2.700196e+02,2.544919e+02,2.473714e+02,2.355309e+02,1.894064e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.531125e+02,1.978124e+02,170,1.507486e+02,6.592873e+03,6.592873e+03,6.374903e+03,6.012929e+03,4.325083e+03,4.325083e+03,8.093841e+03,5.865901e+03,3.676171e+03,8.400000e+03,2.972582e+03,6.805888e+03,-9.094947e-13,0,6.664848e+03,5.264718e+03
5.691382e-02,6.454591e-03,-4.514700e-03,3.958994e-02,-9.651656e-02,3.899815e-02,-3.760808e-02,1.195819e-02,2.136133e-02,-6.357147e-02,-4.994548e-02,1.576361e-02,-4.747547e-02,-5.211659e-02,-2.819373e-02,8.088220e-02,7.384206e-02,2.807156e-03,-8.965046e-02,6.006758e-02,5.011808e-02,-3.759595e-02,1.417292e-02,2.902813e-02,6.229292e-02,-5.970674e-02,3.524854e-02,6.457812e-02,-1.712286e-02,-1.260639e-03,2.849879e-03,8.786573e-02,-8.966985e-02,1.431056e-02,-2.047982e-03,-3.123438e-02,3.398334e-02,5.388800e-02,8.011915e-03,-9.167239e-02,-5.298383e-02,-9.591205e-02,-3.444434e-02,-6.388784e-03,3.151961e+02,3.096000e+02,3.036423e+02,2.863296e+02,2.518717e+02,3.022461e+02,2.951617e+02,2.719469e+02,2.593357e+02,2.538000e+02,2.352754e+02,1.888538e+02,1.833333e+02,220,2.200000e+02,220,1.530981e+02,1.978203e+02,170,1.504700e+02,6800,6800,6.578641e+03,5.680557e+03,4.299865e+03,4.299865e+03,8.360334e+03,5.320223e+03,3.277500e+03,8.418756e+03,2.832056e+03,6.807361e+03,-9.094947e-13,0,6.665862e+03,5.300338e+03
1.225188e-02,3.412246e-02,9.954484e-02,-6.773826e-02,6.907992e-03,-2.180426e-02,8.229514e-03,-7.932443e-02,-1.185155e-02,-7.707173e-03,1.917833e-02,3.247504e-02,1.802987e-02,4.587655e-02,1.618052e-02,-1.137938e-02,-6.423111e-04,-1.398224e-02,-5.798523e-02,-5.463978e-02,-6.376216e-02,3.374825e-02,6.707434e-02,9.295931e-02,-7.463082e-02,4.662264e-03,7.012221e-02,7.521851e-03,4.600930e-02,5.709193e-02,6.731911e-02,3.330649e-02,7.954784e-02,2.955825e-02,8.892748e-02,2.585968e-02,7.448572e-02,1.913107e-02,-3.113020e-02,6.269150e-02,-1.352379e-02,-7.469087e-02,9.371375e-02,7.051270e-02,3.095982e+02,3.048865e+02,2.998841e+02,2.855163e+02,2.521594e+02,3.025913e+02,2.950000e+02,2.706760e+02,2.573640e+02,2.510909e+02,235,1.885060e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.582922e+02,1.938602e+02,170,1.546675e+02,6.187636e+03,6.187636e+03,5.969666e+03,5760,4.451643e+03,4.451643e+03,8.232791e+03,5.449322e+03,3.473025e+03,8.419118e+03,2.740506e+03,6.243140e+03,-9.094947e-13,0,6.139823e+03,4.726801e+03
8.702673e-02,-7.863533e-03,7.981082e-05,8.373874e-02,8.596471e-02,8.089737e-02,2.726906e-03,2.796225e-02,1.780124e-02,-6.830104e-02,2.468980e-02,-3.617114e-02,-7.385290e-02,-5.699940e-02,-3.726794e-02,9.029036e-02,9.815343e-02,7.337727e-02,-7.627804e-03,-6.876549e-03,-8.522265e-03,-1.328946e-02,5.585675e-02,-1.582832e-02,3.467367e-02,-6.679226e-02,6.481180e-02,3.708136e-02,5.781048e-02,-2.810310e-02,3.250980e-02,-5.658191e-02,-5.579884e-02,-5.150865e-02,-4.708234e-02,-1.831761e-02,6.573909e-02,8.948391e-02,2.649160e-02,-7.305217e-02,-1.600131e-02,8.723708e-02,-3.589114e-02,2.385620e-02,3.172136e+02,3.113006e+02,3.049995e+02,2.865943e+02,2.514595e+02,3.017514e+02,295,2.728000e+02,2.603451e+02,2.548871e+02,2.374000e+02,1.903814e+02,1.833333e+02,220,2.200000e+02,220,1.552729e+02,1.961972e+02,170,1.529915e+02,7.010492e+03,7.010492e+03,6.792521e+03,5.568918e+03,4.195090e+03,4.195090e+03,8.237475e+03,5.296549e+03,3.260946e+03,8.508521e+03,3.207463e+03,6.579382e+03,-9.094947e-13,0,6.454176e+03,4.965617e+03
-8.411272e-02,1.111435e-02,-5.784572e-02,-7.035288e-02,-6.089352e-02,4.894979e-02,8.980279e-02,-7.412441e-02,7.595605e-02,4.238396e-02,1.136866e-02,-8.659627e-02,5.754822e-02,6.245603e-02,5.091637e-02,1.009791e-02,2.632096e-02,-1.266742e-02,-3.843060e-02,-5.845775e-02,5.294570e-02,-8.031838e-02,9.880747e-02,3.844298e-02,-4.014286e-02,8.176964e-02,1.051577e-02,-8.296200e-02,-7.835085e-02,-9.366703e-02,-5.676105e-02,-8.971721e-02,2.054493e-03,-8.341192e-02,-1.137554e-02,-5.275985e-02,1.194414e-02,-1.220644e-02,6.750809e-02,-3.269105e-02,-5.395367e-02,8.802317e-02,-6.727261e-03,-9.436845e-02,3.131144e+02,3.078912e+02,3.023369e+02,2.862655e+02,2.516735e+02,3.020082e+02,295,2.704000e+02,2.552500e+02,2.482594e+02,2.355485e+02,1.906724e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.582015e+02,1.939352e+02,170,1.547978e+02,6.549015e+03,6.549015e+03,6.331045e+03,5.957793e+03,4.274985e+03,4.274985e+03,8.140000e+03,5.800256e+03,3.648344e+03,8.297202e+03,3.273482e+03,6.253497e+03,-9.094947e-13,0,6.150065e+03,4.707711e+03
-9.856177e-02,-1.422989e-02,6.748553e-03,3.814134e-02,8.063478e-02,-8.628777e-02,-4.338026e-02,5.586463e-03,-4.195301e-02,-1.597374e-02,9.641059e-02,-8.861333e-02,8.578264e-02,3.359564e-02,-2.838907e-04,-7.060583e-03,1.178689e-02,-4.168257e-02,-6.563990e-02,2.394813e-02,5.415218e-02,8.695516e-02,2.430314e-02,6.849486e-03,7.665409e-02,-9.103941e-02,-3.946489e-02,-2.350578e-02,-9.378010e-02,3.986591e-03,8.811528e-02,5.944900e-02,7.018872e-03,3.530821e-02,5.704696e-02,-4.778134e-02,-4.486728e-02,2.104476e-02,3.483622e-02,-9.927731e-02,7.114020e-02,-7.101759e-02,2.470435e-03,1.243608e-02,3.108653e+02,3.057924e+02,3.004000e+02,2.848299e+02,2.526403e+02,3.031684e+02,2.950249e+02,2.706000e+02,2.577270e+02,2.515679e+02,2.352209e+02,1.906000e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.545945e+02,1.967069e+02,170,1.518558e+02,6.431631e+03,6.431631e+03,6.213660e+03,5.636044e+03,4.613090e+03,4.613090e+03,8.199768e+03,5.360186e+03,3.444092e+03,8.269672e+03,3.257046e+03,6.651499e+03,-9.094947e-13,0,6.521281e+03,5.119741e+03
-1.638764e-02,3.615230e-02,9.875230e-02,9.687566e-03,5.878401e-02,-3.388437e-02,2.312208e-03,6.700500e-02,9.409160e-02,-6.430560e-02,7.026152e-02,9.767939e-02,-9.907597e-03,-3.840797e-02,8.249192e-02,-5.602855e-02,9.765274e-02,-1.969168e-02,-8.155327e-02,-7.264502e-02,9.769546e-02,3.244133e-03,3.420167e-02,3.906516e-03,-5.999383e-02,1.573917e-02,9.157591e-02,3.848483e-02,-9.453261e-02,-2.737624e-02,2.677707e-02,1.341462e-02,-7.573326e-02,8.729466e-02,-2.123217e-02,4.585254e-02,5.713745e-02,-5.740146e-02,3.252487e-02,4.673420e-03,-6.434055e-02,4.368817e-02,8.115302e-03,-5.718124e-02,3.112395e+02,3.062000e+02,3.008439e+02,2.853846e+02,2.522439e+02,3.026927e+02,295,2.712137e+02,2.578604e+02,2.523010e+02,2.362295e+02,1.878431e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.594413e+02,1.929532e+02,170,1.552734e+02,6.414667e+03,6.414667e+03,6.196697e+03,5.630308e+03,4.482049e+03,4.482049e+03,8.167194e+03,5.463114e+03,3.274930e+03,8.594233e+03,2.556997e+03,6.108193e+03,-9.094947e-13,0,6.014445e+03,4.636775e+03
-5.346228e-02,-6.767967e-02,-5.236792e-02,7.619263e-02,4.631989e-02,-5.132218e-02,5.861085e-02,8.824171e-03,-1.870275e-02,-5.883955e-02,-3.785362e-02,-8.415070e-02,-5.327530e-02,3.315028e-02,-2.979597e-02,6.394404e-02,3.223098e-02,2.487022e-02,-1.594443e-02,2.900046e-02,-4.585534e-03,-8.781045e-02,-4.962291e-02,5.900045e-02,5.706639e-02,6.216397e-02,-9.074744e-02,5.328980e-02,6.136931e-02,-9.679006e-02,-2.173441e-02,7.311541e-02,9.169493e-02,8.391839e-02,9.397587e-03,-3.801575e-02,1.785300e-02,1.919810e-02,3.291037e-02,1.816300e-02,7.361109e-02,-2.520443e-02,-5.119669e-02,-9.590269e-02,3.144000e+02,3.088312e+02,3.029028e+02,2.856646e+02,2.527306e+02,3.032767e+02,2.954500e+02,2.711458e+02,2.588035e+02,2.532000e+02,235,1.904478e+02,1.833333e+02,220,2.200000e+02,220,1.535727e+02,1.974739e+02,170,1.516666e+02,6.774572e+03,6.774572e+03,6.556602e+03,5.699930e+03,4.524292e+03,4.524292e+03,8.290754e+03,5.256656e+03,3.294062e+03,8.259698e+03,3.222527e+03,6.758604e+03,-9.094947e-13,0,6.621086e+03,5.145002e+03
6.387956e-02,-7.011626e-02,2.820948e-03,-2.719706e-02,3.413751e-02,-6.417658e-02,1.594967e-02,-9.951526e-02,-1.486915e-02,3.158642e-03,6.755932e-02,5.152753e-02,-8.162167e-02,2.500673e-02,3.200058e-02,4.680575e-02,1.097201e-02,-7.852890e-02,2.806956e-02,3.410617e-02,7.496613e-02,-3.774547e-02,-3.144959e-02,6.973583e-02,5.978823e-03,8.473762e-02,-6.248941e-02,-5.702535e-02,7.249175e-02,-8.010192e-02,-5.667525e-03,6.788071e-02,3.874732e-02,-7.551703e-03,-6.696030e-02,1.016318e-02,9.759573e-02,6.103151e-02,-8.901423e-02,4.218568e-02,9.532325e-02,-6.132522e-02,9.128154e-02,-5.333089e-02,3.100182e+02,3.051414e+02,2.999609e+02,2.850508e+02,2.524614e+02,3.029537e+02,295,2.701109e+02,2.566086e+02,2.501768e+02,235,1.882100e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.526048e+02,1.981815e+02,170,1.514734e+02,6.297970e+03,6.297970e+03,6080,5.773761e+03,4.557775e+03,4.557775e+03,8.163199e+03,5.481317e+03,3.511055e+03,8.442671e+03,2.659270e+03,6.857885e+03,-9.094947e-13,0,6.712635e+03,5.170531e+03
8.716923e-02,-8.435267e-02,2.401995e-02,2.880975e-03,-3.568519e-02,2.216229e-02,8.361556e-02,-8.748690e-02,3.194523e-02,-4.296570e-02,-1.891046e-02,6.993891e-02,-7.565410e-02,6.859421e-02,-1.915145e-02,9.677750e-02,8.360313e-02,-1.846512e-02,-4.041594e-02,-5.581072e-02,-4.997860e-02,8.965505e-02,-9.470177e-03,7.334313e-02,3.061622e-02,2.330702e-02,9.880176e-03,2.951349e-02,6.886705e-02,5.537576e-02,3.452549e-02,-9.363093e-02,-9.826105e-02,-2.829247e-02,-9.387324e-02,3.569491e-03,-9.928922e-02,-3.853920e-03,-2.447828e-02,9.149281e-02,-8.882929e-02,-8.696181e-02,6.985331e-02,5.905158e-02,3.129031e+02,3.076675e+02,3.020996e+02,2.859859e+02,2.518545e+02,3.022254e+02,295,2.716713e+02,2.585897e+02,2.527874e+02,2.359815e+02,1.882000e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.581006e+02,1.940102e+02,170,1.547074e+02,6.554554e+03,6.554554e+03,6.336584e+03,5.663957e+03,4.341778e+03,4.341778e+03,8.250447e+03,5.413511e+03,3.349620e+03,8.541135e+03,2.656471e+03,6.264998e+03,-9.094947e-13,0,6.160322e+03,4.720946e+03
1.500474e-02,2.209550e-03,-2.633928e-02,3.666710e-02,5.889724e-02,-6.463101e-03,2.547022e-02,8.250782e-02,-8.605628e-03,-7.299601e-02,8.646619e-03,-1.399439e-02,5.366262e-02,5.953492e-02,-6.563081e-02,-1.241221e-02,-4.663580e-02,9.093784e-02,8.737443e-02,-1.313025e-02,-5.645281e-02,5.374761e-02,5.108850e-02,9.565065e-02,-8.333805e-02,-5.596332e-02,9.674219e-02,9.274876e-03,1.073408e-02,-3.024580e-02,4.075729e-02,-4.724373e-05,-6.101348e-03,9.954569e-03,-9.496396e-02,6.252128e-03,-7.340709e-02,-8.214181e-03,-8.354576e-02,7.779233e-02,-2.431488e-02,-1.392906e-02,4.841224e-02,-6.884510e-02,3.127894e+02,3.075190e+02,3.019134e+02,2.856813e+02,2.520537e+02,3.024644e+02,295,2.717477e+02,2.595739e+02,2.541549e+02,2.350483e+02,1.892710e+02,1.833333e+02,220,2.200000e+02,220,1.541463e+02,1.970424e+02,170,1.532181e+02,6.575086e+03,6.575086e+03,6.357115e+03,5.587303e+03,4.413523e+03,4.413523e+03,8.360000e+03,5.227303e+03,3.244514e+03,8.361783e+03,2.938752e+03,6.698972e+03,-9.094947e-13,0,6.565410e+03,4.934349e+03
5.088026e-02,9.474794e-02,-7.157467e-02,8.480811e-02,-5.619521e-02,1.052771e-02,-1.343851e-02,6.161102e-02,-7.228608e-02,-6.182602e-02,1.350250e-02,-5.800966e-02,7.599853e-02,1.567060e-02,8.235102e-02,5.286832e-02,-5.011372e-03,3.848166e-02,-8.803956e-02,2.625171e-02,-1.379786e-02,4.929543e-02,1.919519e-02,-4.818580e-02,-3.365987e-03,7.802168e-02,3.631082e-02,1.262531e-02,7.535078e-02,-4.474472e-02,9.936950e-02,-6.003203e-02,6.795871e-02,4.846839e-02,7.281078e-02,1.698351e-02,-5.352375e-02,-3.296014e-03,7.247504e-02,5.956090e-02,-6.529789e-02,9.844199e-02,-9.391755e-02,-2.147031e-02,3.154000e+02,3.096692e+02,3.035653e+02,2.858622e+02,2.519358e+02,3.023229e+02,295,2.718888e+02,2.601388e+02,2.546000e+02,235,1.899962e+02,1.833333e+02,220,2.200000e+02,220,1.548181e+02,1.965393e+02,170,1.517696e+02,6.882156e+03,6.882156e+03,6650,5.597012e+03,4.371052e+03,4.371052e+03,8.382061e+03,5.139037e+03,3.283609e+03,8.297055e+03,3.116108e+03,6.627761e+03,-9.094947e-13,0,6.499199e+03,5.131259e+03
-5.941227e-02,-1.727691e-02,2.602197e-02,-7.948546e-02,4.372872e-02,-4.063332e-03,-2.420123e-02,-9.630659e-03,-2.648277e-02,-5.209239e-02,8.317449e-02,5.987246e-02,-3.321200e-02,-6.618967e-02,-7.667475e-02,5.906657e-02,4.040565e-02,-8.495347e-02,-7.668120e-02,8.276081e-02,9.680945e-02,-7.612310e-02,-9.686665e-03,-9.629321e-02,3.762557e-02,-9.611547e-02,-8.945556e-03,-5.616992e-02,6.144310e-02,2.912748e-02,3.325377e-02,9.978221e-03,-4.991072e-02,6.313820e-02,7.602399e-02,-1.233658e-02,1.726596e-02,2.486008e-02,4.552111e-02,1.818075e-02,6.131952e-02,6.481762e-02,1.131007e-02,7.659076e-02,3.085736e+02,3.040876e+02,2.993282e+02,2.857074e+02,2.520369e+02,3.024442e+02,295,2.716308e+02,2.592733e+02,2.535983e+02,2.350000e+02,1.880818e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.516723e+02,1.988596e+02,170,1.495678e+02,6.028497e+03,6.028497e+03,5.810527e+03,5.615425e+03,4.407470e+03,4.407470e+03,8.350714e+03,5.264711e+03,3.317677e+03,8.452867e+03,2.623568e+03,6.951265e+03,-9.094947e-13,0,6.798782e+03,5.413804e+03
-3.881621e-03,8.083131e-02,6.990004e-02,-5.580091e-02,4.724729e-02,1.697473e-02,5.107223e-03,3.228890e-02,2.641352e-02,-8.571652e-02,-1.663155e-02,-6.014056e-02,4.011669e-02,-4.533793e-02,-1.271611e-02,6.432513e-02,5.661260e-02,7.083203e-02,-4.189231e-03,8.529895e-02,7.395428e-02,-4.160951e-02,-7.960001e-02,6.177828e-02,-9.476527e-02,2.726954e-02,-6.798260e-02,3.832489e-02,-6.639606e-02,-3.019025e-02,-7.558262e-02,-4.258259e-02,-7.418053e-02,-7.322766e-03,2.988155e-02,-2.109789e-02,9.059170e-02,5.097308e-02,8.875066e-03,1.270458e-02,-3.587921e-02,2.503953e-03,5.156234e-02,-9.963807e-02,3.100745e+02,3.053516e+02,3.003371e+02,2.859309e+02,2.518906e+02,3.022688e+02,295,2.718638e+02,2.595740e+02,2.543055e+02,2.351537e+02,1.900817e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.500180e+02,1.998208e+02,170,1.494646e+02,6.200000e+03,6.200000e+03,5.982030e+03,5.615823e+03,4.354788e+03,4.354788e+03,8.363004e+03,5.252819e+03,3.199992e+03,8.305698e+03,3.136472e+03,7.112946e+03,-9.094947e-13,0,6.920211e+03,5.426495e+03
2.539509e-02,-1.405232e-02,7.218616e-02,3.757331e-02,-4.779508e-02,-7.315225e-02,8.268336e-03,9.637988e-02,-3.001855e-02,9.908235e-02,3.615045e-03,-6.193254e-02,-9.387687e-02,-3.939539e-02,-9.298437e-02,1.801022e-02,4.032411e-02,3.399757e-02,-2.875803e-02,-7.767105e-02,-9.368906e-02,8.765665e-02,-3.027424e-02,6.256462e-02,8.966422e-02,7.836281e-02,3.960382e-02,3.403663e-02,9.471559e-02,-6.978253e-03,-7.919659e-02,-9.517052e-02,7.626004e-02,-9.476180e-02,9.016560e-02,1.398353e-02,3.151359e-02,8.183408e-02,8.039046e-02,-2.182899e-02,2.250789e-02,4.367070e-03,6.340824e-02,-8.876344e-02,3.134000e+02,3.079399e+02,3.021290e+02,2.852622e+02,2.527690e+02,3.033228e+02,2.953000e+02,2.698065e+02,2.546942e+02,2.468928e+02,2.353661e+02,1.901802e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.589447e+02,1.933399e+02,170,1.554399e+02,6.697520e+03,6.697520e+03,6.479550e+03,5.871827e+03,4.580144e+03,4.580144e+03,8.085076e+03,5.786751e+03,3.846788e+03,8.319279e+03,3.159908e+03,6.166671e+03,-9.094947e-13,0,6.068508e+03,4.611645e+03
4.564748e-03,3.466730e-02,4.630609e-02,9.619576e-02,1.055140e-02,3.994487e-02,3.653726e-02,2.604663e-02,5.986899e-02,-3.086910e-02,-3.621634e-03,-8.437549e-02,8.202117e-02,1.184515e-02,4.997233e-03,-4.660962e-02,7.999858e-02,-9.721729e-02,-8.059977e-02,-8.798502e-02,2.826404e-02,-8.736054e-02,2.887264e-02,6.705778e-02,-8.856819e-02,-2.882606e-02,2.374388e-02,2.772016e-02,-6.041225e-02,2.467257e-02,1.150813e-02,7.714355e-02,3.940509e-02,-2.714738e-02,-5.493049e-02,2.218183e-02,-4.888693e-02,-8.483734e-02,6.454042e-02,-5.440954e-02,-2.408944e-02,6.929748e-02,-7.936987e-02,9.387796e-02,3.171875e+02,3.112000e+02,3.048178e+02,2.861623e+02,2.517405e+02,3.020886e+02,295,2.719064e+02,2.583460e+02,2.523896e+02,2.372507e+02,1.911338e+02,1.832400e+02,220,2.200000e+02,220,160,1.924135e+02,170,1.557810e+02,7.053414e+03,7.053414e+03,6.835444e+03,5.654465e+03,4.300000e+03,4.300000e+03,8.142769e+03,5.511696e+03,3.391958e+03,8.432905e+03,3.396970e+03,6.028191e+03,-9.094947e-13,0,5.939175e+03,4.560075e+03
7.941996e-03,-7.070777e-02,8.249844e-02,9.152192e-02,7.192598e-02,3.855209e-02,-2.281973e-02,8.534558e-02,7.089328e-02,6.757725e-02,1.681138e-02,-8.600451e-02,-9.486904e-02,-5.487958e-02,-8.153953e-02,4.902108e-02,7.021109e-02,8.094000e-03,2.225423e-02,-5.372483e-03,-5.181553e-02,-6.301581e-04,-7.295191e-03,-4.589076e-02,1.102184e-02,-5.453297e-02,-2.686074e-02,-6.600738e-02,3.285452e-02,-8.366656e-02,-3.134226e-02,6.205064e-03,9.906016e-03,-2.646913e-02,2.875041e-02,-6.711038e-02,4.485943e-02,8.504993e-02,9.796519e-02,7.569651e-02,-4.781623e-02,-9.238133e-02,9.480515e-02,1.142398e-02,3.174309e+02,3.114061e+02,3.049834e+02,2.862000e+02,2.517758e+02,3.021310e+02,2.950403e+02,2.716929e+02,2.562000e+02,2.488905e+02,2.402000e+02,1.922395e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.547437e+02,1.965949e+02,170,1.529369e+02,7.077801e+03,7.077801e+03,6.859831e+03,5.703152e+03,4.300931e+03,4.300931e+03,7.782447e+03,5.878307e+03,3.736520e+03,8.640822e+03,3.613847e+03,6.635665e+03,-9.094947e-13,0,6.506519e+03,4.973138e+03
3.925139e-02,-7.177253e-02,-5.388180e-02,3.895753e-02,-8.632690e-02,4.586649e-02,2.549159e-02,3.041321e-02,-3.570662e-02,7.688599e-03,-8.424348e-02,-4.309676e-02,-5.942680e-02,2.269614e-03,3.044185e-02,2.301735e-02,-7.327259e-02,-6.396893e-02,-5.486571e-04,-9.599021e-02,8.703774e-02,2.256254e-02,2.407222e-02,7.160132e-02,-2.325249e-02,-8.717810e-02,4.802944e-02,6.883786e-02,4.046695e-03,-6.471093e-03,-8.027518e-02,-3.734837e-02,-6.252277e-02,4.948499e-02,-6.792672e-02,3.692616e-02,-1.186580e-02,-9.914974e-02,4.046758e-02,5.857850e-02,-3.230213e-02,-4.532797e-03,-9.025665e-02,-5.468586e-02,316,3.102472e+02,3.041196e+02,2.862624e+02,2.517166e+02,3.020599e+02,2.950277e+02,2.714000e+02,2.580944e+02,2.516414e+02,2.350552e+02,1.897577e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.593861e+02,1.929874e+02,170,1.560384e+02,6.901849e+03,6.901849e+03,6.683879e+03,5.771756e+03,4.282664e+03,4.282664e+03,8.316259e+03,5.455497e+03,3.526910e+03,8.322382e+03,3.059414e+03,6.114709e+03,-9.094947e-13,0,6.019226e+03,4.520049e+03
-4.512194e-03,4.634464e-02,-5.633665e-02,3.396600e-02,-1.119457e-02,9.772804e-02,-4.275035e-02,-7.830132e-02,9.380223e-03,3.623430e-02,-7.305595e-02,7.848809e-03,4.887821e-02,-7.763131e-02,5.713425e-02,8.831722e-03,-9.789509e-02,1.781958e-02,6.093405e-02,9.818861e-02,4.722759e-02,1.848488e-02,-6.823334e-02,8.346235e-02,8.745192e-03,9.955253e-02,-9.153513e-02,6.258930e-02,-8.452386e-02,8.804939e-02,-2.771280e-02,3.332245e-02,4.292136e-02,4.261977e-02,3.879031e-02,-9.767006e-02,-5.590488e-02,5.945437e-02,5.739405e-02,6.033241e-02,-9.843428e-02,-9.173077e-02,-8.523478e-02,7.474953e-02,3.170336e+02,3.112000e+02,3.049850e+02,2.868510e+02,2.514167e+02,3.017000e+02,2.950850e+02,2.722567e+02,2.580305e+02,2.512000e+02,2.382067e+02,1.898744e+02,1.833333e+02,220,220,220,1.484632e+02,2.011247e+02,170,1.489392e+02,6.961465e+03,6.961465e+03,6.743495e+03,5.726664e+03,4.153000e+03,4.153000e+03,8.081084e+03,5.645580e+03,3.626820e+03,8.630313e+03,3.087145e+03,7.260085e+03,-9.094947e-13,0,7.082344e+03,5.490943e+03
8.819965e-02,6.717791e-02,3.580188e-02,-9.426997e-02,-4.842045e-02,-7.274361e-02,4.213975e-02,-8.610682e-02,7.797762e-02,1.087400e-02,-7.932219e-02,-7.894890e-03,-7.160298e-02,-1.537125e-02,4.277463e-02,3.925872e-02,-3.037015e-02,-3.024814e-02,-8.477509e-02,-8.249746e-02,9.826192e-02,-1.720992e-02,-9.253300e-02,9.408243e-02,-5.589206e-02,9.100231e-02,9.307456e-02,-3.433266e-02,5.255139e-02,2.638436e-02,6.928615e-02,9.087979e-02,-5.883917e-02,-1.813111e-02,4.571141e-02,1.798380e-02,8.823919e-02,-1.062252e-02,2.351676e-02,-8.350235e-02,-5.391740e-02,-7.560266e-02,5.333787e-02,-9.614631e-02,3.077870e+02,3.033078e+02,2.985555e+02,2.849559e+02,2.525228e+02,3.030274e+02,295,2.696061e+02,2.549761e+02,2.484000e+02,235,1.891551e+02,1.833333e+02,220,2.200000e+02,220,1.599239e+02,1.925655e+02,170,1.555996e+02,6.016386e+03,6.016386e+03,5.798416e+03,5.848927e+03,4.579161e+03,4.579161e+03,8.100081e+03,5.694014e+03,3.538059e+03,8.366380e+03,2.909802e+03,6.050432e+03,-9.094947e-13,0,5.960350e+03,4.587513e+03
