loadfactor1,loadfactor2,loadfactor3,loadfactor4,loadfactor5,loadfactor6,loadfactor7,loadfactor8,loadfactor9,loadfactor10,loadfactor11,loadfactor12,loadfactor13,loadfactor14,loadfactor15,loadfactor16,loadfactor17,loadfactor18,loadfactor19,loadfactor20,load_factor_power1,load_factor_power2,load_factor_power3,load_factor_power4,load_factor_power5,load_factor_power6,load_factor_power7,load_factor_power8,load_factor_power9,load_factor_power10,load_factor_power11,load_factor_power12,load_factor_power13,load_factor_power14,load_factor_power15,load_factor_power16,load_factor_power17,load_factor_power18,load_factor_power19,load_factor_power20,load_factor_power21,load_factor_power22,load_factor_power23,load_factor_power24,optimal_solution,source_generation1,source_generation2,source_generation3,source_generation4,source_generation5,power_generation1,power_generation2,power_generation3,power_generation4,power_generation5,power_generation6,power_generation7,power_generation8,power_generation9,power_generation10
-9.573436e-02,-5.866571e-02,-4.916439e-03,8.029296e-02,-9.634428e-02,-8.582303e-02,5.561225e-03,-9.745577e-02,9.971273e-02,-2.075975e-03,6.474197e-02,9.339291e-02,-5.171934e-02,-5.597792e-02,9.399388e-02,-3.189885e-02,-5.860502e-02,-6.551787e-02,-3.855691e-02,-1.473716e-02,-9.347247e-02,-6.040257e-02,5.275670e-02,9.954377e-02,1.570910e-02,-5.624105e-02,6.991032e-02,-1.082565e-02,-8.286559e-02,4.773995e-02,-8.348015e-02,-8.093147e-02,8.590511e-02,6.298529e-02,9.672888e-02,-5.944140e-02,4.301077e-02,-1.181203e-02,5.272873e-02,-4.209623e-02,-2.481568e-02,5.030654e-02,3.591032e-02,-7.061397e-02,1.702165e+05,6.797094e+03,8000,7.996713e+03,1.785310e+03,3.992714e+03,4.433850e-02,2.133333e-02,3.095192e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,3.084485e-02,5.555556e-02,0
-7.945422e-02,2.003786e-02,-4.025754e-02,2.386142e-02,8.773030e-02,4.854371e-02,8.074456e-02,-9.058292e-02,7.046482e-02,-7.983104e-02,-6.889152e-02,4.742674e-02,-8.333864e-02,3.022398e-03,-7.850392e-02,-2.774814e-03,-3.766698e-02,-4.846287e-02,4.910565e-02,4.352435e-02,-7.696105e-02,-2.494857e-02,5.650379e-02,-2.280853e-02,-3.979980e-02,4.305451e-02,8.048697e-02,5.899481e-02,2.573018e-02,-6.722784e-02,4.978974e-02,1.847713e-02,-4.328194e-02,-3.783486e-03,5.536210e-02,-5.463889e-02,-8.492717e-02,3.462900e-02,-1.773646e-02,-1.345019e-02,7.749918e-02,-8.923112e-02,-4.587114e-02,-6.594426e-02,1.685386e+05,6.761251e+03,8000,8000,1.514192e+03,4.224481e+03,4.444444e-02,2.133333e-02,3.106568e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.743807e-02,5.555556e-02,0
1.441810e-02,2.335476e-02,3.313645e-02,4.689406e-02,-3.134651e-02,-1.197401e-02,5.052007e-03,-5.012464e-02,-3.876330e-02,-9.431959e-02,6.923922e-03,9.545892e-02,-7.124080e-02,4.471758e-02,-5.386964e-02,8.925664e-02,-6.303810e-02,-6.536467e-03,-2.756399e-02,7.903235e-02,5.682973e-02,-6.747342e-05,8.492875e-02,7.350462e-02,4.171753e-02,3.442094e-02,-1.253096e-02,-4.563524e-02,-8.527201e-03,7.463462e-02,3.092867e-02,-3.148038e-02,1.806462e-02,1.836846e-02,-9.899889e-02,-4.707647e-02,6.454316e-02,-1.216446e-02,-8.867574e-02,-5.996323e-04,2.511861e-02,-7.871335e-03,-1.572114e-02,1.448564e-02,1.674424e+05,6.631456e+03,8000,7.832938e+03,1.521368e+03,4.540807e+03,4.444444e-02,2.133333e-02,3.006522e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.597949e-02,5.555556e-02,0
5.035744e-02,3.378488e-02,9.438784e-03,2.991925e-02,4.269094e-02,-3.651995e-02,3.414107e-02,3.966334e-02,-3.886252e-02,6.480320e-02,-8.621237e-02,-8.311296e-02,-3.315873e-02,9.104951e-02,-2.401239e-02,-6.580986e-02,3.475846e-03,6.509608e-02,-1.995014e-02,-2.081653e-02,-9.532478e-02,-3.065285e-02,9.586513e-02,-9.472075e-02,7.281354e-02,5.500430e-02,9.722882e-02,1.287398e-02,7.428740e-02,-9.475576e-02,-2.048036e-02,-4.936620e-02,-7.053128e-02,-9.885396e-02,-8.614745e-02,-8.667022e-02,5.052840e-02,6.676077e-02,-4.709813e-02,4.472937e-02,-5.711456e-02,2.548105e-02,5.428013e-02,5.436973e-02,1.639396e+05,6.675515e+03,8000,7.989476e+03,1.542335e+03,3.220691e+03,4.444444e-02,2.133333e-02,3.124575e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.257381e-02,5.555556e-02,0
-7.511034e-02,-3.186039e-02,5.311703e-02,-8.188940e-02,-3.797598e-02,7.818267e-02,7.882906e-02,-4.585261e-02,-3.292311e-02,-8.444812e-02,-6.605913e-02,-4.398398e-02,-3.712081e-02,5.793575e-02,9.656454e-02,-2.106371e-02,5.755813e-02,-5.914060e-02,6.965353e-02,4.103641e-02,-3.537826e-02,8.125961e-02,-4.429967e-02,7.209462e-02,4.702751e-02,1.347828e-02,3.956987e-02,-7.734733e-02,-1.094136e-03,3.954690e-02,-3.613558e-02,-7.327959e-02,-7.712471e-02,-7.322948e-02,1.166122e-02,-9.130197e-02,-6.560699e-02,3.164100e-02,-5.952345e-02,-2.595433e-03,7.301622e-02,-9.342931e-02,8.664451e-02,-4.650787e-02,1.636322e+05,6.226582e+03,8.000000e+03,7.999125e+03,1.223897e+03,3.921882e+03,4.444444e-02,2.133333e-02,3.062560e-02,4.344444e-02,5.920673e-03,6.111111e-03,1.111111e-02,2.290854e-02,5.555556e-02,0
-4.705934e-02,2.416173e-04,-2.792969e-02,-5.410325e-02,4.577852e-02,-5.242426e-02,1.234542e-02,-6.342243e-02,-3.368044e-02,-5.993918e-02,-3.199975e-02,-4.199328e-02,7.201050e-02,-7.518171e-02,4.870263e-02,-2.016913e-02,9.669271e-02,9.035515e-02,-5.094980e-02,9.096661e-03,8.382437e-02,-6.617791e-02,8.596966e-02,-6.983538e-02,-7.288144e-02,9.909409e-02,6.857139e-02,3.606876e-02,6.869919e-02,-9.166386e-02,-1.919470e-02,1.629130e-02,3.400171e-02,2.439074e-02,7.429973e-02,1.049359e-02,6.689104e-02,-2.313500e-02,7.809418e-02,-6.576149e-02,-3.819303e-02,-7.020917e-02,4.241191e-02,8.550560e-02,1.664040e+05,6000,8000,7.979783e+03,1.375794e+03,3.544623e+03,4.444444e-02,2.133333e-02,3.093752e-02,4.344444e-02,6.085588e-03,6.111111e-03,1.111111e-02,3.113550e-02,5.555556e-02,0
4.192807e-03,-5.399680e-02,-6.844386e-03,-9.115996e-02,-1.326780e-02,9.297160e-02,3.306490e-02,6.085788e-02,-4.190256e-02,-6.679919e-02,-3.730380e-02,-8.554502e-02,9.573960e-02,-5.963749e-02,5.462868e-03,2.129817e-02,-3.779943e-02,-7.830879e-02,-1.605030e-02,8.487916e-02,-1.384942e-02,-7.344707e-02,8.056965e-02,-5.022588e-02,6.699774e-02,-8.582185e-02,-2.939624e-02,7.462035e-02,-2.975077e-02,9.781287e-02,-3.683407e-02,-3.864256e-02,7.516248e-02,1.591883e-02,-4.081022e-02,-6.280516e-02,6.451661e-02,7.136668e-02,4.571649e-02,-3.579987e-02,2.636960e-02,1.458654e-02,-3.815891e-03,-9.470384e-02,1.666521e+05,6.139807e+03,8000,8000,1.388391e+03,3.720264e+03,4.444444e-02,2.133333e-02,2.988383e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,3.124166e-02,5.555556e-02,0
7.139789e-02,8.864983e-02,-2.364108e-02,2.340000e-02,-3.447049e-02,-1.998553e-02,-8.397897e-03,5.340212e-02,1.920729e-02,7.529728e-02,-2.293974e-02,-8.055769e-02,-6.375559e-02,7.676711e-02,-8.559143e-02,6.892973e-02,8.434758e-02,1.250502e-02,8.200021e-02,3.851815e-02,2.030831e-02,-1.603288e-02,-6.849302e-02,5.670138e-02,-8.474405e-02,9.699151e-02,-5.358215e-02,-7.170345e-02,-3.805341e-02,8.828314e-02,6.417652e-02,3.543218e-02,7.577989e-02,6.823706e-02,2.418748e-02,-2.396241e-02,3.164641e-02,5.199702e-02,2.374742e-02,-9.773373e-02,-9.303704e-02,-7.711426e-02,4.987983e-02,4.617473e-02,1.684142e+05,6.816938e+03,8000,7.995669e+03,1.515112e+03,3.760067e+03,4.444444e-02,2.133333e-02,2.962369e-02,4.344444e-02,5.555556e-03,1.722222e-02,1.111111e-02,1.949911e-02,5.555556e-02,0
5.939539e-02,1.246124e-03,2.487587e-02,-4.756085e-02,-1.052517e-02,-9.747083e-02,-2.366920e-02,2.582816e-02,8.673965e-02,-6.582840e-02,-4.749813e-02,3.496389e-02,-5.647889e-03,3.537542e-02,5.859954e-02,2.637050e-02,4.271337e-02,8.941636e-02,1.718837e-02,-1.193759e-02,5.575680e-02,3.891568e-02,-2.174575e-02,2.668327e-02,8.607840e-02,3.887966e-03,-6.457095e-02,-3.865593e-02,6.301579e-02,9.626982e-03,-9.165701e-03,7.505638e-03,-2.608371e-02,-5.790952e-02,-9.934975e-02,-9.106012e-02,-5.983985e-02,-9.386371e-02,-5.799281e-03,8.990025e-02,2.888087e-02,-9.421069e-02,5.520943e-02,5.469274e-04,1.626190e+05,6.099130e+03,8000,7.806493e+03,1.672021e+03,3.861599e+03,4.444444e-02,2.133333e-02,2.950550e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.165266e-02,5.555556e-02,0
-3.305758e-02,-6.603450e-03,6.571118e-02,8.501080e-02,6.357175e-02,-3.452342e-03,-3.717398e-02,2.831666e-02,7.090922e-02,1.629392e-02,3.752794e-02,7.519681e-02,7.323696e-02,-7.672569e-02,1.452846e-02,-3.235954e-02,5.751522e-02,-1.635434e-03,6.176647e-02,1.544536e-02,-5.811761e-02,7.968579e-02,4.278620e-02,1.600208e-02,7.865535e-02,-1.595492e-02,8.314085e-02,2.315391e-04,-9.713627e-02,8.909694e-02,3.456399e-02,-2.591719e-02,-8.333831e-02,-7.551641e-02,6.957368e-02,4.553104e-02,2.335568e-03,6.463516e-02,3.344640e-02,7.758021e-02,2.479634e-02,-3.240115e-02,-6.281028e-02,9.226124e-02,1.711898e+05,7.140150e+03,8000,7.935820e+03,1.721965e+03,4.236447e+03,4.444444e-02,2.133333e-02,3.109423e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,3.025407e-02,5.555556e-02,0
-2.816821e-02,-6.524860e-02,-1.178517e-02,6.185852e-02,8.158739e-02,-6.829622e-02,-2.893916e-02,7.840699e-02,-6.260350e-02,-3.126898e-02,-6.132299e-02,3.357184e-02,9.392737e-02,-3.391841e-02,-9.196117e-02,6.936872e-03,9.268617e-02,6.057792e-02,8.092087e-02,-8.054701e-03,-5.392963e-02,3.543165e-02,4.726814e-03,5.696727e-02,1.025208e-02,-4.187481e-02,6.790495e-02,-3.488888e-02,-3.110780e-02,7.927437e-02,3.121228e-02,8.731088e-02,2.349545e-02,5.037008e-02,-4.970548e-02,-5.414605e-02,4.827506e-02,8.971482e-02,-1.613750e-02,-2.775987e-02,-2.642412e-02,4.766242e-02,3.564615e-02,5.634151e-03,1.676875e+05,6.559381e+03,8000,7.936416e+03,1.522590e+03,3.980037e+03,4.444444e-02,2.133333e-02,3.093036e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.839824e-02,5.555556e-02,0
-9.749192e-02,6.342103e-02,3.706630e-02,6.907991e-02,-9.251157e-02,-5.767787e-02,-9.611942e-02,-6.533281e-02,1.800216e-02,-9.853113e-02,3.478534e-02,6.619805e-02,-3.290824e-02,1.409376e-02,4.023358e-02,7.872743e-02,-7.951435e-02,7.923618e-02,-6.604802e-02,8.167212e-02,-4.799992e-02,-4.676900e-02,-5.084449e-03,-5.689595e-02,6.648268e-02,-6.702781e-02,-2.770994e-02,7.919355e-02,5.591311e-02,6.910450e-02,8.719576e-02,7.508689e-02,4.323829e-02,-8.015716e-03,-9.763437e-02,8.620591e-02,-8.304715e-02,8.691153e-02,6.912121e-02,9.232708e-02,-4.539143e-02,-2.941743e-03,-9.465944e-02,-4.365609e-02,1.696914e+05,6.545889e+03,8000,8000,1.516357e+03,4.350696e+03,4.444444e-02,2.133333e-02,2.990196e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,3.169888e-02,5.555556e-02,0
-6.985224e-02,7.848512e-03,-8.469224e-02,8.661990e-02,1.718799e-02,-8.045514e-02,-7.201828e-02,8.819181e-02,-2.992263e-02,6.139261e-02,9.014062e-02,2.733865e-02,2.230572e-03,9.628830e-02,9.693255e-02,2.052240e-02,-7.374482e-02,-3.281338e-02,8.032077e-02,4.199670e-02,-1.626325e-02,8.829178e-03,8.202580e-02,-3.670049e-02,4.479399e-02,-1.674247e-02,-7.543585e-02,-2.113810e-02,-7.451331e-02,-5.081337e-02,-8.644920e-03,-1.766802e-02,8.697783e-03,-6.719598e-02,-1.561295e-02,3.346452e-02,-2.309120e-02,-9.297367e-02,6.655674e-02,7.600459e-02,-3.326394e-02,6.735507e-02,-1.974520e-02,2.481294e-02,1.666503e+05,6.868848e+03,8000,7.970423e+03,1.654188e+03,4.223434e+03,4.444444e-02,2.133333e-02,2.938865e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.361442e-02,5.555556e-02,0
5.715444e-02,1.270265e-02,-1.053210e-02,2.587865e-02,-5.090769e-02,3.816172e-02,5.412167e-02,-2.746985e-02,-5.676587e-03,2.603718e-02,8.025550e-02,-4.703262e-02,8.513646e-02,4.022625e-02,-9.139288e-02,6.641606e-02,-1.676136e-02,-6.914718e-02,-3.275892e-02,6.431025e-02,-8.493677e-02,-2.709375e-02,-6.533081e-02,-8.444658e-02,1.368511e-03,5.552311e-02,-7.227687e-02,-7.057436e-02,8.324024e-02,7.448341e-02,8.776467e-02,1.845401e-02,-8.471394e-02,9.281681e-02,-2.209166e-02,-5.580269e-03,5.617309e-02,5.374049e-03,-6.452091e-02,-6.105900e-03,-4.837659e-02,-3.035039e-02,8.970686e-02,-4.078095e-02,1.656942e+05,7.018047e+03,8000,7.781291e+03,1.511596e+03,3.862514e+03,4.444444e-02,2.133333e-02,2.942262e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.428294e-02,5.555556e-02,0
3.463246e-02,-4.197661e-03,3.798417e-02,-3.105873e-02,-8.814205e-02,1.028887e-02,-9.898827e-02,8.780101e-02,-7.241584e-02,6.924524e-03,-5.474242e-02,4.337318e-02,7.181147e-02,-5.812535e-02,-7.279310e-02,5.683085e-02,6.518633e-02,1.333202e-02,7.779916e-02,5.796792e-02,2.777993e-02,-4.290486e-02,1.766896e-02,-3.826632e-02,-3.842076e-02,-2.407029e-02,5.175331e-02,9.113745e-02,7.912786e-03,9.170518e-02,4.800518e-02,-5.226946e-02,-1.207329e-03,-5.931595e-03,7.347075e-03,-8.505774e-02,5.353284e-02,-5.190324e-02,-6.038126e-02,7.265219e-02,4.044125e-02,6.633985e-02,3.756228e-02,-8.805349e-02,1.674305e+05,6400,8000,7.944958e+03,1.557172e+03,4.347401e+03,4.444444e-02,2.133333e-02,3.075664e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.679674e-02,5.555556e-02,0
7.948236e-02,-2.786046e-02,-1.763552e-02,-3.709352e-03,-5.921643e-02,8.088389e-02,-4.482294e-02,3.951430e-02,-4.576923e-02,-8.177791e-02,-1.449692e-02,-3.115530e-02,3.177767e-02,-7.665090e-02,3.193994e-02,-1.958737e-02,-2.931179e-02,-9.246479e-02,-3.957892e-02,4.444034e-03,8.204638e-02,-9.397420e-02,2.853367e-02,-4.037974e-02,-6.793775e-02,7.489886e-02,-2.659246e-02,-7.438317e-02,6.539048e-02,2.714420e-02,-1.690778e-02,6.467803e-02,-6.763453e-02,4.939276e-02,7.632865e-03,4.174168e-02,8.172206e-02,9.140463e-02,-4.334955e-02,-1.173495e-02,3.743791e-02,4.940346e-02,1.467165e-02,-5.525446e-02,1.662888e+05,6600,8000,7.982007e+03,1.267275e+03,3.566338e+03,4.444444e-02,2.133333e-02,2.991398e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.930628e-02,5.555556e-02,0
-8.393872e-02,9.700060e-02,4.418496e-02,4.118304e-02,-3.677545e-02,-9.296785e-02,-2.829312e-02,-7.622804e-02,-8.445563e-02,-7.032126e-02,1.765491e-02,-4.237015e-02,-5.949174e-02,6.626005e-03,-9.424548e-04,1.022475e-02,3.719052e-02,-7.429697e-02,4.350785e-02,7.080338e-02,1.558978e-02,8.681062e-02,4.599915e-02,2.329003e-02,7.091456e-02,-7.709721e-02,2.173920e-02,-6.402702e-02,6.918216e-02,5.932534e-02,-9.498716e-02,-4.849067e-02,-8.877202e-02,-4.418858e-02,-1.599543e-02,-7.111156e-02,7.513979e-02,-7.937595e-02,-5.273005e-02,-8.638847e-02,5.100160e-02,7.207984e-02,-1.565413e-02,6.027938e-02,1.631918e+05,6200,8000,8000,1.399227e+03,4.002010e+03,4.444444e-02,2.133333e-02,3.043382e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.117864e-02,5.555556e-02,0
9.244816e-02,-2.186416e-02,6.989572e-02,-3.401709e-03,4.071190e-02,-4.527547e-02,8.381975e-02,-2.446136e-02,3.289586e-02,-1.072599e-02,3.854575e-02,-2.666827e-02,6.236463e-02,1.276467e-02,-1.138846e-02,-2.486053e-03,-3.705147e-02,7.640883e-02,2.904791e-02,-9.873680e-04,-9.728646e-02,-5.301424e-02,9.816310e-03,-2.604608e-02,5.919325e-03,-6.489525e-03,6.257282e-02,2.226418e-02,1.944898e-02,3.410959e-03,-9.625884e-02,1.716419e-02,-2.325346e-02,6.121037e-02,2.040022e-02,3.609765e-02,-1.947328e-02,8.972007e-02,-6.752290e-02,-2.013990e-02,7.191002e-02,-9.640092e-02,-9.423558e-02,-9.906838e-02,1.668547e+05,6.339072e+03,8000,8000,1.699615e+03,3.576195e+03,4.444444e-02,2.133333e-02,3.087301e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.860279e-02,5.555556e-02,0
-5.348565e-02,8.683297e-02,-5.870772e-02,7.476611e-02,-2.130608e-02,9.497881e-04,-9.225217e-02,-5.717887e-02,-8.802704e-03,4.144436e-02,9.728582e-03,-7.798392e-02,-2.814348e-02,8.020092e-02,-6.232688e-02,-9.856482e-02,2.484449e-02,-1.747309e-02,3.536752e-02,-3.182807e-02,8.032686e-02,-6.071604e-03,3.818136e-02,1.331784e-03,9.862669e-03,-4.215225e-02,6.514919e-02,-7.547027e-02,-2.655359e-02,-4.497534e-02,6.083184e-02,-5.536119e-02,2.343394e-02,7.645821e-02,-5.510513e-02,4.262307e-02,-3.445591e-02,3.138110e-02,3.405831e-02,3.251906e-02,-4.623676e-02,7.733631e-02,3.031027e-02,-6.747343e-02,1.670298e+05,7.026867e+03,8000,8000,1.450259e+03,3.306051e+03,4.444444e-02,2.133333e-02,3.090072e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.775743e-02,5.555556e-02,0
-2.000247e-02,1.564454e-02,8.681321e-03,9.584239e-02,-1.722051e-02,-3.495208e-02,8.873764e-02,7.738494e-02,-5.382898e-02,7.001640e-02,8.987928e-02,-4.633214e-03,3.424644e-02,-8.710941e-02,-8.640527e-02,-1.858042e-02,4.944621e-02,-1.064099e-03,2.213743e-02,-8.601237e-02,8.475844e-02,-8.144098e-02,7.807789e-02,-9.375798e-02,-2.316174e-02,7.582294e-02,-2.132529e-02,-4.769922e-02,7.423477e-02,-2.551046e-02,-4.389771e-02,5.596518e-06,6.785202e-02,7.344098e-03,-6.070343e-02,-1.430832e-02,-4.551438e-02,-6.408093e-02,7.631182e-02,-5.604428e-02,3.416295e-03,3.616935e-02,-3.402833e-02,1.880295e-02,1.664950e+05,7.132441e+03,8000,7.824804e+03,1.636554e+03,3.307823e+03,4.444444e-02,2.133333e-02,2.997063e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.677699e-02,5.555556e-02,0
4.523061e-02,-8.341741e-02,2.910304e-03,-4.511809e-02,-6.484472e-02,4.877775e-02,-7.001630e-02,4.373385e-02,-8.174743e-02,3.060329e-02,3.705549e-02,-2.721552e-02,8.759106e-02,-5.647359e-02,-4.041574e-02,-5.062748e-02,4.665189e-02,-7.238731e-02,-3.223004e-03,-4.056940e-02,-8.867943e-02,-9.375909e-03,-4.986775e-02,2.829568e-03,-9.944161e-02,-8.087876e-02,1.017732e-02,4.923569e-02,-8.219063e-02,3.588023e-02,-8.888104e-02,-4.108589e-02,-3.448126e-02,-5.583286e-02,-3.941948e-02,-5.931807e-02,-3.070413e-02,-9.957383e-02,8.071432e-02,-9.394031e-02,-1.890999e-02,-5.192970e-02,-2.798009e-02,5.626861e-02,1.609364e+05,6.488685e+03,8000,8000,1.439383e+03,3.361893e+03,4.444444e-02,2.133333e-02,3.030946e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,1.766611e-02,5.555556e-02,0
-7.318610e-02,1.141551e-02,-1.316430e-02,-4.818281e-02,5.320159e-02,-1.488737e-02,5.271157e-02,9.724044e-02,-8.806281e-03,-8.725141e-03,7.240255e-02,-7.197883e-02,6.088723e-02,-7.599759e-03,6.988796e-02,-4.207028e-02,-3.581953e-02,-2.192093e-02,-6.920764e-02,1.609994e-03,4.801802e-03,-7.189498e-02,6.680846e-02,8.450522e-02,1.056895e-02,9.599999e-02,9.380960e-02,4.612394e-02,-8.400086e-02,-6.810948e-02,-5.791546e-03,8.281051e-02,-8.280635e-02,9.129205e-02,9.048931e-02,4.351001e-02,-7.603946e-02,5.611517e-02,7.775310e-02,7.852906e-02,6.022248e-02,7.151252e-02,2.782859e-02,2.890310e-02,1.676306e+05,6.354577e+03,8000,8000,1.290385e+03,3.352654e+03,4.444444e-02,2.133333e-02,3.120897e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,3.333235e-02,5.555556e-02,0
-5.737238e-02,-1.518421e-03,8.749922e-02,3.527113e-02,3.990353e-02,-7.169742e-02,-2.621891e-02,4.867795e-02,6.258907e-02,5.489256e-02,-5.504272e-03,4.807191e-02,7.517231e-02,-6.898243e-02,6.426486e-02,3.070425e-02,-3.505537e-02,5.363214e-02,5.872334e-02,6.152262e-02,-6.429910e-05,4.198885e-03,1.772514e-02,-2.956327e-02,-3.261737e-02,5.467747e-02,8.600263e-02,4.527162e-02,-8.116369e-02,7.049111e-03,8.486983e-02,-3.329622e-04,4.460605e-02,4.516389e-03,-3.257410e-02,-1.625985e-02,-4.851756e-02,3.845590e-02,-5.715951e-02,4.216097e-02,-4.499902e-02,-9.933010e-03,-9.024903e-03,7.650764e-03,1.694037e+05,6.710899e+03,8000,8000,1.735712e+03,4.382377e+03,4.444444e-02,2.133333e-02,3.112501e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.755694e-02,5.555556e-02,0
3.949229e-02,6.492203e-02,6.316814e-03,-8.283491e-02,-1.857382e-02,3.413879e-03,-4.581442e-02,4.874727e-02,-9.357119e-02,6.219671e-02,-8.180582e-02,-5.676815e-03,6.041802e-02,9.386331e-02,-9.581000e-02,-2.382731e-02,1.219641e-02,-3.242237e-02,1.014900e-02,5.890079e-02,-9.484864e-02,3.823166e-02,6.458331e-02,2.837768e-04,-6.245007e-02,5.652724e-02,-2.649006e-02,6.728624e-02,5.686987e-02,-2.373197e-02,3.970296e-03,6.359122e-02,9.146720e-02,-5.106434e-03,4.099260e-02,-8.712079e-02,-7.155395e-03,5.773112e-02,4.885187e-04,8.143690e-02,5.349827e-02,-3.337707e-02,-7.897023e-02,-9.447779e-02,1.690030e+05,6.277531e+03,8000,8000,1.425946e+03,4.047086e+03,4.443929e-02,2.133333e-02,2.991508e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,3.376506e-02,5.555556e-02,0
8.695932e-02,2.454991e-03,-3.050515e-02,-7.361448e-03,-8.809712e-02,-1.941761e-03,8.445483e-02,9.055732e-02,7.638253e-02,-5.233466e-02,-3.332442e-02,7.496154e-02,-9.701050e-03,6.885137e-02,-5.252856e-02,3.819614e-03,-1.390506e-02,1.053480e-03,-8.386634e-02,9.218975e-02,-9.518526e-02,1.147392e-02,-8.499270e-02,3.270730e-02,7.396089e-02,6.507504e-03,-6.705502e-02,-6.536997e-02,-9.442205e-02,3.276875e-02,8.890390e-02,-9.809153e-02,2.462527e-02,4.186561e-02,1.547104e-02,5.369428e-02,1.752563e-02,-5.077944e-02,9.669638e-03,-8.540337e-02,7.905308e-04,-3.115475e-02,-2.524182e-02,5.516433e-02,1.660418e+05,6600,8000,7.867395e+03,1.626570e+03,4.429954e+03,4.444444e-02,2.133333e-02,2.947879e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.339983e-02,5.555556e-02,0
6.915654e-03,-5.126241e-02,5.931171e-03,1.311840e-02,-6.825461e-02,-3.503618e-02,-2.493590e-02,1.437092e-02,-2.188655e-02,7.820554e-02,8.513375e-02,-7.148069e-02,3.986147e-03,-3.003221e-02,-9.055568e-02,5.582214e-02,3.602991e-02,-8.394193e-02,-3.039074e-02,3.604712e-02,-7.287328e-02,1.555405e-03,-1.246383e-03,3.652917e-02,-5.343465e-02,4.427392e-02,-2.358124e-02,6.306334e-02,-4.576420e-03,-4.363617e-02,9.662339e-02,7.456081e-02,-3.702386e-02,1.708881e-02,8.901100e-02,-5.773459e-02,-6.596281e-02,-7.016535e-02,4.526741e-02,-3.893461e-02,-2.766376e-02,9.833488e-02,-6.719343e-02,9.974876e-02,1.658207e+05,6.669352e+03,8000,8000,1.510315e+03,3.602563e+03,4.444444e-02,2.133333e-02,2.994637e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.619893e-02,5.555556e-02,0
-3.755334e-02,5.517071e-02,-5.175690e-02,7.116259e-02,-3.361979e-02,-2.222779e-02,-3.827540e-02,8.914562e-03,-3.191065e-02,-2.747685e-02,7.342493e-02,-7.608788e-02,-5.106089e-02,2.926627e-02,-8.151580e-02,4.384183e-02,-9.308238e-02,1.981367e-02,7.641848e-02,-8.552080e-02,7.603923e-03,7.580571e-02,-3.337860e-02,-1.967671e-02,8.568869e-02,-1.500156e-04,-3.225341e-02,5.510109e-02,9.701443e-02,-8.713651e-03,5.435262e-03,-7.337936e-02,-2.192056e-02,7.898714e-02,3.117579e-02,3.710614e-02,-7.932889e-02,-5.425710e-02,-2.696395e-02,-5.089828e-02,-5.717944e-02,5.412097e-02,2.323763e-02,9.620940e-02,1.656529e+05,6.880047e+03,8000,7.811622e+03,1.412947e+03,3.103571e+03,4.440800e-02,2.133333e-02,2.985310e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.886321e-02,5.555556e-02,0
